Gender;Age;Admission_Year;GPA;Total_Score;Math_EGE;Russian_EGE;Profile_EGE;Individual_Achievements;Admission_Category;Study_Form;Faculty;Competition_Per_Seat;Enrolled
М;20;2021;3,36;265;50;45;87;0;Общий конкурс;Очная;Биология;2;0
М;18;2020;4,32;219;69;93;95;9;Общий конкурс;Очная;Математика;4,8;0
М;20;2021;4,71;281;45;53;98;2;Общий конкурс;Заочная;Математика;2,13;1
М;21;2020;4,91;202;84;43;48;8;Общий конкурс;Очная;Филология;4,17;0
М;18;2022;4,56;289;51;75;93;4;Общий конкурс;Очная;Информатика;4,17;1
М;17;2023;4,1;212;77;65;80;8;Общий конкурс;Очная;Медицина;2;0
М;19;2025;4,7;221;64;100;91;0;Общий конкурс;Очная;Юриспруденция;9,43;0
Ж;20;2022;3,91;203;87;40;87;4;Особая квота;Очная;Филология;3,78;0
Ж;17;2021;4,7;248;45;87;79;1;Общий конкурс;Очная;Математика;7,42;0
Ж;17;2025;3,58;288;58;79;57;8;Общий конкурс;Очная;Физика;6,36;0
Ж;19;2020;4,26;280;62;52;43;8;Общий конкурс;Очная;Информатика;3,56;1
М;24;2022;4,13;272;98;90;67;0;Особая квота;Очная;Информатика;6,1;0
М;18;2023;4,56;269;100;51;53;0;Целевая квота;Очная;Медицина;3,72;1
М;18;2023;3,14;268;54;78;90;7;Особая квота;Заочная;Филология;8,8;0
Ж;18;2025;4,66;207;89;97;84;10;Общий конкурс;Очная;Математика;7,69;0
М;19;2021;4,07;219;78;75;100;10;Общий конкурс;Заочная;Физика;1,63;0
М;18;2020;3,35;293;43;83;55;4;Общий конкурс;Очная;Филология;5,72;0
М;21;2021;4,99;247;68;94;65;3;Общий конкурс;Очная;Биология;3,75;0
М;19;2022;3,15;228;49;54;89;0;Целевая квота;Заочная;Математика;9,75;0
М;21;2020;3,73;254;87;54;83;0;Целевая квота;Очная;Физика;4,73;0
М;24;2024;4,02;260;76;82;50;8;Особая квота;Очная;Медицина;3,45;1
М;18;2025;3,07;219;75;88;99;10;Общий конкурс;Очная;Юриспруденция;5,59;0
Ж;20;2025;4,9;241;69;67;45;9;Общий конкурс;Очная;Информатика;1,92;0
М;19;2020;4,41;210;47;92;78;3;Особая квота;Очная;Физика;2,89;0
М;18;2023;4,89;221;80;49;80;8;Общий конкурс;Очная;Биология;6,49;0
Ж;18;2022;4,8;209;73;58;58;0;Общий конкурс;Очная;Филология;7,3;0
Ж;21;2020;3,78;264;64;99;77;9;Целевая квота;Очная;Математика;1,8;0
М;19;2024;3,05;256;61;63;85;6;Общий конкурс;Очная;Юриспруденция;4,76;0
Ж;21;2022;3,21;269;69;71;98;1;Особая квота;Очная;Экономика;2,12;0
М;17;2023;4,75;296;69;45;80;6;Общий конкурс;Очная;Филология;3,85;1
М;18;2021;3,22;279;83;94;61;6;Общий конкурс;Очная;Информатика;5,72;0
Ж;17;2021;4,61;298;48;51;68;8;Целевая квота;Очная;Биология;6,36;0
Ж;18;2023;3,66;261;85;81;42;7;Общий конкурс;Очная;Математика;2,96;0
М;17;2025;4,81;235;80;89;61;7;Общий конкурс;Очная;Информатика;1,91;0
Ж;20;2023;3,36;217;71;91;44;1;Общий конкурс;Очная;Юриспруденция;6,34;0
Ж;19;2023;4,56;269;54;43;45;4;Общий конкурс;Заочная;Биология;7,84;0
М;22;2025;3,71;260;61;80;63;5;Общий конкурс;Очная;Математика;8,22;0
М;18;2025;3,37;256;94;57;60;3;Общий конкурс;Очная;Медицина;4,49;0
М;20;2020;3,02;250;66;51;76;5;Особая квота;Очная;Математика;3,57;0
Ж;18;2025;3,87;219;59;91;74;3;Общий конкурс;Очная;Юриспруденция;6,26;0
М;17;2021;4,5;236;82;99;84;8;Общий конкурс;Очная;Физика;1,59;0
М;17;2020;4,91;268;82;83;90;5;Общий конкурс;Очная;Информатика;6,36;0
Ж;25;2021;3,57;237;83;41;51;10;Целевая квота;Очная;Математика;7,2;0
М;19;2020;3,94;265;67;47;67;3;Общий конкурс;Очная;Физика;5,07;0
Ж;17;2025;3,17;279;81;83;44;10;Целевая квота;Очная;Информатика;8,08;0
Ж;17;2020;3,53;207;89;59;58;4;Общий конкурс;Заочная;Филология;8,59;0
Ж;19;2023;3,48;256;56;44;46;5;Общий конкурс;Очная;Филология;6,18;0
Ж;19;2023;3,75;299;69;73;74;5;Общий конкурс;Очная;Экономика;9,63;0
Ж;19;2022;4,17;293;78;58;94;4;Целевая квота;Очная;Биология;6,11;0
Ж;24;2025;4,64;287;50;67;77;6;Общий конкурс;Очная;Медицина;3,83;1
М;18;2022;4,85;223;55;44;72;1;Общий конкурс;Очная;Медицина;2,33;0
Ж;19;2023;4,66;211;74;65;66;4;Особая квота;Очная;Информатика;4,47;0
М;19;2024;4,52;222;50;85;43;2;Особая квота;Очная;Физика;8,02;0
М;19;2020;3,79;239;43;61;84;2;Общий конкурс;Заочная;Медицина;4,91;0
Ж;17;2022;4,41;300;40;75;44;0;Общий конкурс;Очная;Медицина;6,03;0
М;19;2020;4,78;255;54;70;100;3;Общий конкурс;Очная;Физика;1,96;1
Ж;17;2021;4,62;273;81;88;78;5;Целевая квота;Очная;Математика;4,26;1
Ж;20;2023;3,11;225;66;51;82;10;Общий конкурс;Очная;Филология;6,89;0
Ж;19;2023;4,39;211;48;51;53;10;Общий конкурс;Очная;Информатика;8,01;0
Ж;17;2020;3,44;202;56;83;94;5;Общий конкурс;Очная;Юриспруденция;9,18;0
Ж;21;2020;4,81;240;86;99;68;3;Общий конкурс;Заочная;Юриспруденция;4,15;0
М;20;2024;3,36;234;91;58;94;6;Общий конкурс;Очная;Информатика;5,94;0
Ж;19;2024;4,54;201;61;61;53;5;Общий конкурс;Очная;Филология;4,27;0
М;19;2022;4,84;229;49;100;86;4;Общий конкурс;Очная;Информатика;6,82;0
М;17;2022;3,25;223;76;73;47;5;Общий конкурс;Очная;Биология;1,77;0
М;19;2021;3,93;228;84;80;74;8;Общий конкурс;Очная;Медицина;5,16;0
Ж;18;2024;3,15;218;95;60;87;7;Целевая квота;Очная;Филология;9,78;0
Ж;28;2020;4,46;246;51;75;50;8;Общий конкурс;Очная;Физика;9,61;0
М;17;2022;4,28;274;49;93;61;4;Общий конкурс;Очная;Физика;6,65;0
М;19;2025;3,91;264;45;95;52;2;Общий конкурс;Заочная;Юриспруденция;9,64;0
М;19;2022;3,28;213;69;77;87;3;Общий конкурс;Очная;Медицина;7,47;0
Ж;18;2025;4,22;220;95;65;88;4;Целевая квота;Очная;Экономика;3,94;0
Ж;24;2023;4,49;264;43;67;71;7;Общий конкурс;Очная;Филология;3,37;1
М;21;2020;3,76;281;60;58;75;3;Общий конкурс;Заочная;Информатика;4,9;0
М;19;2021;4,2;248;85;80;77;2;Особая квота;Заочная;Информатика;1,55;0
Ж;17;2020;3,9;252;83;53;40;9;Особая квота;Очная;Математика;4,39;0
Ж;20;2023;4,77;220;85;85;90;6;Целевая квота;Очная;Экономика;5,56;0
М;18;2020;3,25;214;72;67;58;2;Общий конкурс;Очная;Биология;8,11;0
М;17;2025;3,12;296;66;80;68;1;Особая квота;Очная;Биология;6,53;0
М;18;2022;4,42;214;52;72;75;2;Общий конкурс;Заочная;Юриспруденция;3,75;0
Ж;17;2025;4,16;252;65;56;57;0;Общий конкурс;Заочная;Математика;3,06;1
Ж;17;2023;4,67;225;51;48;98;5;Общий конкурс;Заочная;Филология;3,24;0
М;19;2020;4,69;231;88;74;74;7;Общий конкурс;Очная;Биология;8,14;0
М;19;2024;4,97;206;62;46;68;2;Общий конкурс;Очная;Математика;1,73;0
М;26;2020;3,18;288;47;46;72;2;Целевая квота;Очная;Физика;7,64;0
Ж;19;2023;3,26;240;56;77;93;3;Общий конкурс;Очная;Биология;2,66;0
М;24;2025;4,82;270;53;87;50;5;Общий конкурс;Заочная;Медицина;2,84;1
Ж;20;2024;3,63;256;87;45;60;8;Общий конкурс;Очная;Экономика;7,05;0
М;19;2023;4,33;297;92;60;72;7;Общий конкурс;Заочная;Юриспруденция;8,34;0
М;25;2025;3,69;265;100;83;70;5;Общий конкурс;Очная;Медицина;9,95;0
М;17;2021;3,11;213;80;69;74;7;Общий конкурс;Очная;Физика;3,73;0
М;18;2021;4,58;297;79;86;92;10;Общий конкурс;Заочная;Медицина;1,35;1
Ж;25;2021;4,59;272;62;73;79;5;Общий конкурс;Очная;Математика;9,15;0
М;25;2021;4,59;238;87;82;86;7;Общий конкурс;Очная;Медицина;6,6;0
М;24;2021;4,55;214;61;68;89;3;Общий конкурс;Очная;Филология;9,29;0
М;20;2025;3,74;283;93;95;59;9;Общий конкурс;Очная;Медицина;9,27;0
Ж;19;2023;3,9;203;67;55;87;2;Особая квота;Очная;Физика;1,95;0
Ж;17;2020;3,58;212;74;40;53;7;Общий конкурс;Очная;Информатика;4,19;0
Ж;23;2022;4,61;231;77;58;87;7;Общий конкурс;Очная;Информатика;2,2;0
Ж;25;2024;3,96;221;94;58;59;6;Общий конкурс;Очная;Филология;1,72;0
М;19;2021;3,79;226;82;48;90;8;Особая квота;Очная;Физика;5,25;0
Ж;21;2025;4,94;207;68;54;63;2;Общий конкурс;Очная;Физика;9,84;0
М;18;2023;3,49;295;49;59;54;1;Общий конкурс;Очная;Медицина;8,53;0
Ж;17;2022;3,5;235;78;91;47;9;Общий конкурс;Заочная;Математика;7,97;0
Ж;22;2025;4,24;293;83;60;82;7;Общий конкурс;Заочная;Математика;3,71;1
Ж;22;2024;3,85;272;49;63;43;3;Общий конкурс;Очная;Экономика;7,04;0
М;18;2022;4,42;226;48;91;73;6;Общий конкурс;Заочная;Филология;1,28;0
Ж;17;2024;3,54;211;49;85;93;10;Целевая квота;Очная;Юриспруденция;5,23;0
М;18;2023;3,37;201;89;84;86;7;Особая квота;Очная;Юриспруденция;3,04;0
Ж;17;2024;3,59;283;82;71;83;10;Общий конкурс;Очная;Биология;1,66;0
Ж;26;2023;3,32;203;92;95;50;0;Общий конкурс;Очная;Филология;5,16;0
М;18;2024;3,59;277;41;74;99;0;Общий конкурс;Очная;Филология;9,42;0
М;19;2025;3,82;294;40;59;81;1;Общий конкурс;Очная;Информатика;6,38;0
М;23;2020;3,42;260;65;59;95;10;Общий конкурс;Очная;Информатика;6,99;0
М;19;2025;4,2;279;74;63;85;6;Общий конкурс;Очная;Юриспруденция;5,17;0
М;20;2020;4,49;280;91;86;96;10;Общий конкурс;Очная;Биология;8,27;0
Ж;17;2025;4,72;223;90;55;88;0;Общий конкурс;Очная;Экономика;7,98;0
М;25;2020;3,22;227;75;75;65;4;Общий конкурс;Очная;Филология;3,25;0
М;17;2021;3,06;243;41;89;93;9;Целевая квота;Очная;Экономика;8,48;0
М;18;2020;4,09;234;82;97;79;9;Общий конкурс;Очная;Филология;2,24;0
Ж;19;2020;4,41;241;91;72;71;4;Общий конкурс;Очная;Информатика;4,54;0
М;17;2021;3,43;280;50;82;77;1;Общий конкурс;Очная;Математика;7,7;0
М;24;2021;4,47;234;59;62;85;9;Общий конкурс;Очная;Юриспруденция;6,91;0
Ж;22;2022;3,09;222;40;99;47;3;Общий конкурс;Очная;Медицина;3,16;0
Ж;19;2025;3;260;47;51;95;5;Общий конкурс;Заочная;Филология;5,09;0
М;19;2021;4,33;279;85;70;72;9;Общий конкурс;Очная;Юриспруденция;6,18;0
Ж;19;2023;4,91;275;99;64;98;4;Общий конкурс;Очная;Медицина;7,17;0
Ж;20;2023;4,66;243;54;43;75;6;Общий конкурс;Очная;Физика;9,32;0
М;19;2021;4,73;254;70;99;88;1;Общий конкурс;Очная;Биология;2,06;1
М;25;2021;3,66;272;63;76;88;8;Общий конкурс;Заочная;Математика;4,57;0
М;18;2021;3,82;200;65;91;58;6;Целевая квота;Очная;Юриспруденция;2,46;0
М;19;2021;3,35;213;47;62;79;8;Общий конкурс;Очная;Информатика;7,19;0
М;20;2025;3,83;208;83;99;90;1;Общий конкурс;Очная;Математика;6,54;0
Ж;19;2020;4,84;286;87;63;58;1;Общий конкурс;Очная;Информатика;3,24;1
М;21;2023;3,36;288;42;64;81;7;Общий конкурс;Очная;Математика;2;0
М;18;2025;3,46;274;50;84;71;3;Общий конкурс;Заочная;Физика;6,32;0
Ж;18;2025;3,21;258;58;94;93;2;Общий конкурс;Заочная;Математика;1,41;0
М;19;2024;4,11;268;48;77;69;6;Общий конкурс;Очная;Биология;6,39;0
М;17;2020;4,73;276;96;69;55;5;Общий конкурс;Очная;Биология;1,66;1
Ж;20;2022;3,67;244;91;94;73;6;Общий конкурс;Очная;Медицина;8,43;0
М;28;2024;3,62;209;55;68;56;10;Общий конкурс;Очная;Экономика;3,53;0
Ж;25;2025;3,36;228;78;43;57;8;Особая квота;Очная;Филология;4;0
Ж;20;2020;4,49;260;71;63;57;0;Общий конкурс;Очная;Филология;5,48;0
Ж;17;2021;3,94;223;79;45;91;4;Общий конкурс;Очная;Юриспруденция;3,64;0
М;21;2023;3,24;230;88;99;61;8;Общий конкурс;Очная;Математика;3,32;0
Ж;17;2020;4,95;292;99;54;61;6;Общий конкурс;Заочная;Медицина;6,71;0
Ж;17;2022;4,25;230;46;60;58;4;Общий конкурс;Очная;Физика;5,13;0
М;17;2024;4,19;282;55;55;44;9;Общий конкурс;Очная;Математика;9,68;0
М;17;2020;3,18;209;51;90;72;10;Особая квота;Очная;Экономика;3,23;0
Ж;17;2025;3,05;260;75;85;99;0;Общий конкурс;Очная;Математика;5,54;0
Ж;17;2021;3,11;284;68;62;67;1;Общий конкурс;Очная;Юриспруденция;1,88;0
Ж;22;2024;4,44;294;79;85;93;5;Целевая квота;Очная;Биология;1,29;1
Ж;19;2024;4,34;211;64;56;93;9;Общий конкурс;Очная;Математика;7,4;0
М;20;2023;4,71;268;58;91;96;7;Общий конкурс;Очная;Медицина;7,53;0
Ж;24;2023;4,19;204;49;82;61;1;Общий конкурс;Очная;Биология;8,6;0
Ж;22;2024;4,1;243;49;51;96;9;Особая квота;Заочная;Информатика;1,35;0
М;20;2022;3,86;255;76;66;77;3;Особая квота;Очная;Информатика;8,14;0
М;19;2021;4,02;250;42;76;48;1;Особая квота;Очная;Информатика;7,77;0
Ж;19;2022;4,96;247;66;80;48;3;Общий конкурс;Заочная;Медицина;2,16;0
М;18;2022;4,03;293;41;44;72;2;Общий конкурс;Очная;Экономика;3,41;1
М;17;2024;4,8;222;56;50;80;9;Общий конкурс;Очная;Физика;3,53;0
Ж;17;2022;3,82;299;97;44;78;4;Общий конкурс;Очная;Информатика;1,78;0
Ж;22;2022;3,57;265;71;70;88;7;Общий конкурс;Очная;Филология;2,21;0
Ж;25;2025;3,47;251;42;70;49;3;Особая квота;Очная;Математика;5,12;0
Ж;18;2021;4,49;247;95;87;90;5;Общий конкурс;Очная;Математика;1,21;0
М;28;2025;4,05;242;78;98;42;2;Общий конкурс;Очная;Юриспруденция;7,21;0
М;25;2025;3,41;207;53;87;74;0;Общий конкурс;Очная;Филология;1,48;0
М;22;2024;4,03;228;57;40;58;10;Общий конкурс;Заочная;Физика;4,66;0
Ж;17;2022;4,14;256;82;87;53;6;Общий конкурс;Очная;Экономика;9,61;0
М;17;2025;4,94;271;43;100;51;4;Общий конкурс;Заочная;Биология;2,24;1
Ж;19;2020;3,78;296;65;40;49;7;Общий конкурс;Очная;Математика;1,08;0
М;17;2023;4,76;261;47;75;59;8;Общий конкурс;Заочная;Филология;4,54;1
Ж;18;2024;3,07;282;57;81;64;2;Общий конкурс;Очная;Информатика;6,07;0
Ж;19;2022;4,97;208;86;70;48;7;Общий конкурс;Очная;Экономика;7,9;0
М;17;2022;4,87;276;74;54;44;6;Общий конкурс;Очная;Информатика;9,99;0
М;20;2020;3,8;266;87;88;71;10;Общий конкурс;Очная;Юриспруденция;3,89;0
М;20;2024;3,56;252;61;78;43;5;Целевая квота;Очная;Медицина;5,06;0
М;19;2025;3,28;271;85;100;88;7;Общий конкурс;Очная;Медицина;1,14;0
М;19;2024;4,79;251;82;74;100;0;Общий конкурс;Очная;Биология;6,22;0
Ж;17;2023;4,35;250;91;94;58;0;Общий конкурс;Очная;Информатика;2,51;0
М;19;2021;3,17;284;46;95;48;2;Особая квота;Заочная;Информатика;2,45;0
Ж;19;2024;3,33;208;85;53;76;7;Общий конкурс;Очная;Экономика;2,15;0
Ж;19;2020;4,88;238;98;52;49;5;Общий конкурс;Очная;Юриспруденция;6,85;0
Ж;28;2024;3,97;219;90;57;62;9;Общий конкурс;Очная;Юриспруденция;8,86;0
Ж;18;2024;4,06;228;88;46;69;7;Общий конкурс;Очная;Юриспруденция;8,88;0
Ж;19;2025;4,89;240;70;40;51;4;Общий конкурс;Заочная;Биология;8,24;0
М;20;2024;4,11;268;58;79;94;3;Общий конкурс;Заочная;Информатика;8,99;0
Ж;19;2025;3,66;249;40;95;66;8;Общий конкурс;Заочная;Юриспруденция;7,55;0
М;17;2020;4,99;254;73;61;84;6;Общий конкурс;Очная;Юриспруденция;7,98;0
М;17;2021;4,8;235;90;76;66;1;Общий конкурс;Очная;Филология;4,86;0
Ж;17;2023;4,01;217;83;76;41;2;Общий конкурс;Очная;Информатика;7,28;0
М;25;2025;3,94;213;83;75;73;8;Общий конкурс;Заочная;Юриспруденция;3,7;0
Ж;19;2024;4,18;284;85;59;45;2;Общий конкурс;Очная;Информатика;5,9;0
М;20;2020;4,58;255;57;73;82;9;Общий конкурс;Заочная;Филология;4,44;1
М;19;2025;4,12;252;41;50;85;9;Общий конкурс;Очная;Биология;9,5;0
Ж;19;2021;4,5;235;74;98;79;3;Общий конкурс;Очная;Физика;3,4;0
М;19;2022;4,79;266;61;51;91;9;Общий конкурс;Заочная;Биология;4,57;1
Ж;18;2021;4,29;262;70;99;97;6;Целевая квота;Очная;Филология;8,7;0
М;18;2023;3,6;236;55;48;53;8;Общий конкурс;Очная;Информатика;7,75;0
Ж;22;2024;3,89;261;63;57;75;4;Особая квота;Очная;Математика;4,21;0
М;20;2023;3,62;257;52;47;71;10;Целевая квота;Очная;Биология;6,39;0
М;17;2025;4,37;271;86;70;90;6;Целевая квота;Очная;Биология;7,5;0
М;21;2021;3,69;266;89;94;45;1;Общий конкурс;Очная;Биология;9,03;0
М;17;2022;4,41;214;67;45;96;10;Общий конкурс;Очная;Математика;3,74;0
М;18;2024;4,17;271;98;57;86;7;Общий конкурс;Очная;Информатика;6,12;0
Ж;17;2024;4,47;212;90;81;57;8;Целевая квота;Очная;Биология;6,83;0
Ж;19;2022;4,85;291;53;79;68;7;Общий конкурс;Заочная;Биология;8,09;0
Ж;17;2020;4,55;262;51;80;82;0;Общий конкурс;Очная;Биология;9,2;0
Ж;18;2023;4,59;229;75;59;43;2;Общий конкурс;Очная;Экономика;7,56;0
Ж;17;2025;4,08;235;72;83;62;9;Общий конкурс;Заочная;Филология;6,94;0
М;18;2024;4,07;253;92;60;64;8;Общий конкурс;Очная;Филология;8,83;0
М;17;2022;4,29;258;60;90;52;1;Особая квота;Очная;Медицина;5,94;0
Ж;17;2025;4,63;260;99;42;46;3;Общий конкурс;Очная;Филология;2,23;1
Ж;17;2023;4,97;206;65;57;57;9;Общий конкурс;Очная;Биология;8,86;0
Ж;17;2022;4,29;251;55;73;74;5;Общий конкурс;Очная;Информатика;5,87;0
М;18;2022;3;298;95;91;96;9;Общий конкурс;Очная;Биология;1,71;0
М;18;2024;3,7;214;83;59;100;9;Общий конкурс;Очная;Медицина;4,85;0
Ж;17;2020;3,61;255;42;80;91;5;Общий конкурс;Очная;Математика;2,61;0
М;18;2022;4,45;200;62;46;70;4;Особая квота;Очная;Биология;5,74;0
М;25;2021;4,38;244;50;81;69;10;Общий конкурс;Очная;Биология;7,89;0
М;20;2025;4,38;231;99;40;66;4;Общий конкурс;Очная;Юриспруденция;3,94;0
М;20;2025;4,08;274;66;94;84;7;Особая квота;Заочная;Биология;1,37;1
М;17;2025;4,57;211;45;65;63;8;Целевая квота;Заочная;Юриспруденция;7,11;0
Ж;24;2020;4,87;283;97;84;71;0;Общий конкурс;Очная;Юриспруденция;8,99;0
Ж;18;2023;4,32;243;95;96;94;5;Общий конкурс;Заочная;Экономика;1,25;0
М;25;2021;3,02;276;78;40;83;3;Особая квота;Очная;Филология;1,99;0
Ж;20;2023;3,96;217;86;50;41;2;Общий конкурс;Очная;Медицина;6,04;0
М;19;2024;3,1;256;49;62;60;9;Общий конкурс;Очная;Юриспруденция;5,81;0
Ж;18;2020;4,24;285;83;60;82;2;Общий конкурс;Заочная;Экономика;3,69;1
М;17;2021;3,7;210;97;44;81;10;Целевая квота;Заочная;Физика;7,5;0
М;19;2024;3,61;257;45;85;48;4;Общий конкурс;Очная;Филология;5,87;0
М;18;2022;4,28;288;72;82;42;1;Общий конкурс;Очная;Физика;8,78;0
Ж;19;2021;3,3;215;68;58;47;4;Общий конкурс;Очная;Медицина;8,6;0
М;19;2023;3,2;230;100;50;59;10;Общий конкурс;Очная;Биология;9,91;0
Ж;19;2022;3,89;259;99;55;57;1;Особая квота;Очная;Информатика;9,86;0
Ж;18;2020;3,25;244;84;44;100;9;Особая квота;Очная;Медицина;7,55;0
Ж;19;2021;3,81;284;98;93;80;8;Общий конкурс;Очная;Юриспруденция;6,72;0
М;20;2021;4,67;238;78;79;99;6;Общий конкурс;Очная;Физика;5,88;0
М;17;2024;4,84;223;95;100;67;1;Общий конкурс;Очная;Медицина;9,38;0
Ж;19;2020;3,25;228;67;53;76;9;Общий конкурс;Заочная;Физика;5,61;0
М;17;2021;4,65;259;99;86;78;4;Целевая квота;Очная;Биология;4,9;1
Ж;20;2024;4,43;229;78;41;64;4;Общий конкурс;Очная;Информатика;7,44;0
Ж;19;2024;3,4;254;89;80;66;10;Общий конкурс;Очная;Филология;4,02;0
М;24;2022;4,41;269;49;81;95;2;Особая квота;Очная;Математика;6,58;0
М;22;2024;3,06;279;40;46;62;8;Особая квота;Очная;Биология;1,28;0
М;23;2023;3,25;272;78;42;52;6;Особая квота;Очная;Экономика;2,14;0
М;25;2024;3,33;216;90;48;53;2;Общий конкурс;Очная;Математика;6,21;0
М;23;2022;4,31;299;71;42;87;2;Особая квота;Заочная;Медицина;8,32;0
Ж;19;2022;3,04;213;66;76;76;7;Общий конкурс;Очная;Медицина;7,12;0
Ж;22;2020;4,48;248;90;56;59;8;Особая квота;Очная;Физика;7,09;0
М;18;2025;4,84;278;76;71;83;2;Общий конкурс;Очная;Информатика;3,99;1
Ж;19;2022;3,88;300;56;84;94;4;Особая квота;Очная;Биология;7,64;0
Ж;20;2020;3,75;201;56;94;99;5;Особая квота;Очная;Медицина;8,03;0
Ж;18;2023;4,26;246;82;80;83;4;Общий конкурс;Заочная;Физика;6,48;0
Ж;19;2021;4,83;295;50;77;71;2;Общий конкурс;Очная;Информатика;6,06;0
М;20;2024;4,38;264;74;63;49;10;Общий конкурс;Очная;Математика;8,89;0
Ж;20;2023;3,28;299;49;80;71;7;Общий конкурс;Заочная;Юриспруденция;1,01;0
М;23;2024;4,3;204;70;98;45;4;Целевая квота;Очная;Филология;7,46;0
М;20;2023;4,36;229;83;74;64;2;Общий конкурс;Очная;Биология;4,27;0
М;17;2024;3,75;246;99;96;95;1;Целевая квота;Заочная;Информатика;2,26;0
М;21;2021;3,76;201;61;41;49;2;Особая квота;Заочная;Медицина;9,84;0
Ж;18;2020;3,04;237;84;78;78;3;Общий конкурс;Очная;Юриспруденция;3,68;0
Ж;18;2020;3,58;207;92;71;69;7;Общий конкурс;Очная;Экономика;5,73;0
М;17;2022;3,84;256;60;44;85;1;Общий конкурс;Заочная;Медицина;5,8;0
Ж;17;2022;4,75;211;69;71;67;5;Общий конкурс;Очная;Информатика;2,71;0
М;20;2021;3,31;228;64;67;92;4;Общий конкурс;Очная;Физика;6,46;0
Ж;19;2025;3,63;208;90;81;87;5;Общий конкурс;Очная;Юриспруденция;2,08;0
Ж;17;2021;4,22;243;79;63;66;5;Общий конкурс;Очная;Биология;6,23;0
Ж;24;2024;3,65;216;61;59;47;10;Общий конкурс;Очная;Информатика;2,04;0
Ж;17;2021;3,81;280;81;86;45;9;Общий конкурс;Очная;Математика;1,19;0
Ж;21;2024;3,49;252;69;78;76;3;Общий конкурс;Очная;Экономика;7,31;0
Ж;19;2024;4,74;212;54;53;89;6;Целевая квота;Заочная;Информатика;9,44;0
Ж;17;2021;3,36;265;93;43;81;1;Общий конкурс;Очная;Медицина;9,42;0
М;20;2024;4,26;292;61;46;73;7;Общий конкурс;Очная;Физика;2,94;1
Ж;17;2020;3,93;270;98;61;56;0;Общий конкурс;Очная;Информатика;1,43;0
М;17;2022;4,4;237;81;61;80;10;Особая квота;Очная;Математика;3,88;0
М;17;2025;4,03;256;78;40;80;4;Общий конкурс;Очная;Математика;5,97;0
Ж;17;2020;3,53;200;58;44;92;7;Особая квота;Очная;Математика;5,42;0
М;19;2024;4,72;272;95;56;87;6;Целевая квота;Очная;Медицина;9,81;0
Ж;17;2020;3,35;201;64;96;64;1;Общий конкурс;Очная;Медицина;1,14;0
Ж;19;2020;3,54;232;61;51;79;10;Общий конкурс;Очная;Экономика;9,62;0
М;17;2021;4,93;290;88;42;56;0;Общий конкурс;Очная;Экономика;8,1;0
Ж;17;2021;4,34;217;46;40;48;7;Общий конкурс;Очная;Биология;1,75;0
Ж;23;2022;3,76;221;42;86;83;9;Общий конкурс;Очная;Юриспруденция;6,51;0
М;18;2025;3,59;236;69;61;84;5;Общий конкурс;Очная;Информатика;9,92;0
М;20;2024;4,88;295;42;54;81;6;Особая квота;Очная;Медицина;4,37;1
М;19;2020;4,69;208;83;75;63;4;Общий конкурс;Очная;Биология;8,3;0
Ж;19;2021;4,64;215;89;98;88;6;Общий конкурс;Очная;Физика;3,67;0
М;17;2020;4,59;251;67;90;72;5;Общий конкурс;Заочная;Юриспруденция;4,27;1
Ж;19;2025;4,98;291;90;99;41;9;Общий конкурс;Заочная;Информатика;4,21;1
Ж;18;2022;4,33;256;75;53;65;8;Общий конкурс;Очная;Информатика;4,1;1
М;19;2021;3,19;291;43;45;75;1;Общий конкурс;Очная;Информатика;9,74;0
М;20;2021;4,57;288;94;98;80;2;Общий конкурс;Заочная;Математика;2,86;1
М;19;2024;4,7;219;69;76;61;1;Общий конкурс;Очная;Филология;9,51;0
М;18;2020;3,93;255;96;99;96;6;Общий конкурс;Очная;Физика;9,13;0
Ж;18;2024;4,1;266;97;88;100;5;Особая квота;Очная;Юриспруденция;3,6;1
Ж;20;2021;4,94;276;40;96;47;6;Общий конкурс;Очная;Математика;5,56;0
М;21;2024;3,54;203;54;81;67;0;Общий конкурс;Очная;Юриспруденция;1,59;0
Ж;17;2021;3,2;217;47;62;56;5;Общий конкурс;Очная;Медицина;5,99;0
Ж;25;2023;3,69;204;67;63;97;10;Общий конкурс;Очная;Экономика;4,24;0
М;19;2021;3,51;259;49;59;58;10;Общий конкурс;Очная;Биология;9,51;0
М;18;2021;3,88;211;67;57;48;2;Общий конкурс;Очная;Физика;1,99;0
М;18;2021;4,47;214;44;47;83;3;Особая квота;Очная;Филология;4,86;0
М;20;2022;3,63;293;80;55;45;8;Общий конкурс;Очная;Медицина;7,06;0
Ж;20;2022;4,69;285;41;82;80;7;Общий конкурс;Очная;Биология;9,64;0
М;20;2025;4,31;248;95;73;54;3;Общий конкурс;Очная;Филология;3,31;0
М;21;2024;3,11;230;95;44;61;10;Общий конкурс;Очная;Физика;9,05;0
М;18;2021;3,67;273;97;91;65;6;Общий конкурс;Заочная;Биология;6,79;0
Ж;25;2024;4,69;202;87;71;83;0;Общий конкурс;Очная;Информатика;8,95;0
М;23;2024;4,1;285;71;70;92;9;Общий конкурс;Очная;Биология;9,41;0
М;18;2024;3,94;218;61;73;61;9;Общий конкурс;Очная;Математика;7,43;0
Ж;18;2022;3,75;204;40;66;80;9;Общий конкурс;Очная;Физика;5,47;0
